Gender,Hometown,Live,Greek_,HrsWork,ParntsMar,GPA,SitArea,SkipClass,TextSpd,HrsStudy,CheatEx,Organztns,Relimport,RelPref,RelServs,TimesPray,DiffRel_,Abortion,Euthanasia,SameMarr,Weight,Height,IdlWt,IdlHt,ViewWt,WtTry,SelfAttr,MakeFrnds,ImportFeat,PeopKiss,LongRels,AgeMarry,v1st_child,Children,Siblings,HrsExer,MinsExer,SmokeCig,HrsSleep,ExerReason,FitnMemb,FakeID,DaysAlco,SmokedMJ,LegalMJ_,DrnksUsl,BingeDrk,Virgin,SexNoRel,CheatdSO,CheatTel,SexPartns,UsePtotn
Female,A big city  ,Dorm               ,No ,1 to 10   ,Married            ,3.33,Middle,0,400,3,Yes,3,Fairly Important,Catholic  ,0,7,Yes     ,Yes,Yes,Not sure,175,67,125,67,Overweight ,Lose         ,Unsure,No preference  ,Easy to talk to,20,2,25,27,4,7,7,60,No ,7,Weight control,Yes,No ,10,Yes,Yes,3 or 4,2,No ,No ,No ,Yes,1,Yes
Female,A small town,Apartment          ,No ,1 to 10   ,Married            ,2.2,Middle,0,500,4,No ,1,Very important  ,Catholic  ,1,4,Yes     ,Yes,Yes,Yes     ,180,67,150,67,Overweight ,Lose         ,No    ,No preference  ,Trust          ,10,1,23,24,4,2,5,60,No ,8,Weight control,No ,No ,3,No ,Yes,>8    ,3,No ,Yes,No ,Yes,1,No 
Female,Suburban    ,Dorm               ,No ,None      ,Married            ,2.98,Middle,1,298,20,No ,1,Fairly Important,Catholic  ,0,6,Yes     ,Yes,No ,Yes     ,118,67,115,64,Underweight,Stay the same,Unsure,Same gender    ,Sense of humor ,30,2,27,29,4,3,1,45,No ,7,Health        ,Yes,No ,10,Yes,Yes,5 or 6,10,No ,Yes,No ,No ,1,Yes
Female,Suburban    ,Soror or Frat House,Yes,None      ,Married            ,2.9,Middle,2,300,5,No ,1,Fairly Important,Agnostic  ,0,4,Yes     ,Yes,Yes,Yes     ,135,67,115,67,About right,Lose         ,Yes   ,Opposite gender,Personality    ,55,5,26,30,3,2,3,45,Yes,7,Reduce stress ,No ,No ,12,Yes,Yes,7 or 8,12,No ,No ,Yes,Yes,1,Yes
Female,A small town,Apartment          ,No ,11 to 20  ,Married            ,3.65,Back  ,0,250,20,No ,2,Very important  ,Protestant,0,0,Not sure,Yes,Yes,Yes     ,150,67,125,68,Overweight ,Lose         ,No    ,Opposite gender,Trust          ,3,2,23,32,2,1,3.5,60,No ,4,Weight control,No ,No ,7,Yes,Yes,3 or 4,4,No ,No ,No ,Yes,1,No 
Female,Suburban    ,Dorm               ,No ,None      ,Married            ,3.82,Front ,1,300,NA,No ,2,Very important  ,Catholic  ,16,28,No      ,No ,No ,No      ,130,67,117,67,About right,Lose         ,Yes   ,No preference  ,Personality    ,6,1,30,31,4,4,1,45,No ,6,Weight control,Yes,No ,0,No ,No ,1 or 2,0,Yes,No ,No ,Yes,0,No 
Female,Suburban    ,Dorm               ,No ,None      ,Divorced           ,3.96,Middle,0,375,10,No ,5,Very important  ,Other     ,8,21,No      ,No ,Yes,No      ,150,67,135,67,About right,Lose         ,Yes   ,Same gender    ,Personality    ,2,0,25,28,2,1,4,45,No ,8,Health        ,Yes,No ,1,No ,No ,0,0,Yes,No ,No ,Yes,0,Yes
Female,A small town,Apartment          ,No ,1 to 10   ,Married            ,3.6,Front ,0,250,15,No ,3,Fairly Important,Other     ,2,7,Yes     ,Yes,Yes,No      ,140,67,135,68,Overweight ,Lose         ,No    ,Same gender    ,Personality    ,1,1,22,29,2,1,20,75,No ,8,Enjoyment     ,Yes,No ,2,No ,No ,1 or 2,0,Yes,No ,No ,Yes,0,Yes
Female,Suburban    ,Apartment          ,No ,1 to 10   ,Married            ,3.57,Middle,0,150,15,No ,3,Very important  ,Protestant,3,4,No      ,No ,No ,Yes     ,190,67,150,67,Overweight ,Lose         ,No    ,No preference  ,Personality    ,3,0,26,28,3,2,2.5,45,No ,8,Health        ,Yes,No ,0,No ,No ,0,0,Yes,No ,No ,Yes,0,NA
Female,A small town,Apartment          ,No ,1 to 10   ,Married            ,3.8,Middle,0,300,6,No ,4,Very important  ,Catholic  ,4,7,Yes     ,No ,No ,Yes     ,130,67,122,67,About right,Lose         ,Yes   ,No preference  ,Personality    ,3,2,24,26,3,1,2.5,30,No ,7,Weight control,Yes,No ,0,No ,No ,0,0,Yes,No ,No ,Yes,0,NA
Female,Suburban    ,NA,No ,None      ,NA,3.2,Middle,0,375,10,No ,1,NA,Agnostic  ,0,0,NA,Yes,Yes,Yes     ,145,67,130,69,About right,NA,Unsure,NA,NA,0,0,27,30,2,1,0,0,No ,7,Don't exercise,NA,NA,4,No ,NA,3 or 4,0,Yes,No ,No ,NA,0,Yes
Female,Suburban    ,Dorm               ,No ,None      ,Married            ,3.3,Front ,0,500,17,No ,0,Not important   ,Protestant,1,1,Not sure,Yes,Yes,Yes     ,105,67,110,65,Underweight,Stay the same,Yes   ,Opposite gender,Personality    ,2,1,25,27,2,1,0,0,No ,7,Don't exercise,No ,No ,6,No ,No ,3 or 4,1,Yes,No ,No ,Yes,0,Yes
Female,Suburban    ,Dorm               ,No ,11 to 20  ,Married            ,2.2,Middle,2,220,2,No ,2,Fairly Important,Catholic  ,0,1,Yes     ,No ,Yes,Yes     ,150,67,130,67,Overweight ,Lose         ,No    ,No preference  ,Personality    ,2,0,25,26,5,2,5,60,No ,5,Weight control,Yes,No ,10,No ,Yes,5 or 6,8,Yes,No ,No ,Yes,0,NA
Female,Rural       ,Dorm               ,No ,None      ,Married            ,3,Middle,0,170,2,No ,0,Not important   ,Other     ,0,0,Yes     ,Yes,Yes,Not sure,135,67,123,58,About right,Lose         ,Unsure,No preference  ,Personality    ,4,1,25,29,2,1,2,30,No ,7,Get muscular  ,Yes,No ,10,No ,Yes,5 or 6,6,Yes,No ,No ,Yes,0,Yes
Female,A big city  ,Dorm               ,No ,1 to 10   ,Married            ,3.8,Back  ,0,250,11,No ,2,Very important  ,Protestant,7,13,Not sure,Yes,No ,Not sure,180,67,140,65,Overweight ,Lose         ,Unsure,Same gender    ,Personality    ,2,1,26,30,2,3,2,30,No ,7,Weight control,Yes,No ,6,No ,Yes,1 or 2,3,Yes,No ,No ,Yes,0,Yes
Female,Suburban    ,Dorm               ,No ,None      ,Divorced           ,3.8,Middle,1,500,35,No ,2,Not important   ,Agnostic  ,0,1,Yes     ,Yes,Yes,No      ,150,67,125,65,Overweight ,Lose         ,Unsure,No preference  ,Easy to talk to,6,0,25,26,5,2,2.5,45,No ,6,Weight control,Yes,No ,14,Yes,Yes,5 or 6,12,Yes,Yes,No ,Yes,0,Yes
Female,Suburban    ,Apartment          ,No ,None      ,Divorced           ,3.8,Front ,0,350,30,No ,3,Fairly Important,Protestant,0,9,Yes     ,Yes,Yes,No      ,125,67,125,67,About right,Stay the same,Yes   ,Opposite gender,Trust          ,2,1,28,30,2,1,4,60,No ,6.5,Get muscular  ,Yes,No ,4,No ,Yes,1 or 2,0,Yes,No ,No ,Yes,0,Yes
Female,Rural       ,Dorm               ,No ,11 to 20  ,Married            ,3.8,Front ,0,250,30,No ,4,Fairly Important,Protestant,2,4,Yes     ,Yes,Yes,Yes     ,200,67,150,68,Overweight ,Lose         ,No    ,Opposite gender,NA,3,1,25,30,1,1,2,15,No ,6,Weight control,No ,No ,0,No ,No ,0,0,Yes,No ,No ,Yes,0,Yes
Male  ,A big city  ,NA,No ,1 to 10   ,Married            ,3.8,Front ,1,500,12,No ,1,Not important   ,Other     ,0,0,Yes     ,No ,Yes,Yes     ,150,67,145,70,About right,Stay the same,No    ,No preference  ,NA,1,1,27,28,2,1,3,30,No ,6.5,Health        ,No ,No ,1,No ,No ,1 or 2,0,Yes,No ,No ,No ,0,NA
Female,Suburban    ,Dorm               ,No ,None      ,Divorced           ,4,Middle,1,500,3,No ,0,Not important   ,Atheist   ,0,0,Yes     ,Yes,No ,No      ,200,67,125,64,Overweight ,Lose         ,Unsure,Same gender    ,Personality    ,8,0,24,26,4,1,8,45,No ,7,Health        ,Yes,Yes,13,Yes,No ,>8    ,12,Yes,No ,No ,No ,0,NA
Female,Rural       ,Dorm               ,No ,None      ,Married            ,3.81,Middle,0,500,16,No ,3,Very important  ,Protestant,6,7,Not sure,Yes,No ,No      ,137,67,130,69,About right,Lose         ,Yes   ,Same gender    ,NA,1,1,25,28,2,0,4,45,No ,7,Weight control,Yes,No ,2,No ,No ,0,0,Yes,No ,No ,Yes,0,Yes
Female,Suburban    ,Soror or Frat House,Yes,None      ,Married            ,3.86,Middle,0,200,20,No ,1,Fairly Important,Protestant,1,0,Yes     ,Yes,Yes,Yes     ,137,67,130,65,About right,Lose         ,Unsure,Same gender    ,Sense of humor ,10,0,26,30,3,1,5.5,75,No ,7,Weight control,Yes,No ,7,No ,No ,3 or 4,0,Yes,No ,No ,Yes,0,Yes
Female,Suburban    ,Apartment          ,No ,None      ,Divorced           ,2.95,Middle,0,400,70,Yes,10,Fairly Important,Catholic  ,4,7,Yes     ,No ,No ,No      ,120,67,120,67,About right,Stay the same,Yes   ,Same gender    ,Trust          ,3,2,26,28,5,1,21,120,No ,5,Enjoyment     ,No ,No ,0,No ,No ,0,0,Yes,No ,No ,Yes,0,No 
Female,Suburban    ,Apartment          ,No ,NA,Married            ,3.65,Middle,0,480,21,No ,3,Fairly Important,Catholic  ,0,4,Yes     ,Yes,Yes,Not sure,115,67,105,68,About right,Lose         ,Yes   ,Same gender    ,Personality    ,15,1,25,30,0,3,1.5,45,No ,NA,Health        ,Yes,No ,13,No ,No ,3 or 4,8,Yes,No ,No ,Yes,0,Yes
Female,Rural       ,Dorm               ,No ,None      ,Married            ,3.18,Middle,0,300,10,No ,3,Very important  ,Protestant,12,NA,No      ,No ,No ,Yes     ,142,67,130,68,About right,Stay the same,Yes   ,Opposite gender,Easy to talk to,1,0,22,25,5,3,NA,45,No ,8,Health        ,Yes,No ,0,No ,No ,0,0,Yes,No ,No ,Yes,0,No 
Female,A small town,NA,No ,None      ,Married            ,3.2,Middle,0,250,25,No ,1,NA,NA,3,4,NA,No ,Yes,NA,200,67,150,65,NA,NA,NA,Opposite gender,Personality    ,4,0,25,26,5,2,4.5,60,No ,7.5,Weight control,Yes,No ,6,No ,Yes,5 or 6,4,Yes,No ,No ,Yes,0,Yes
Male  ,Suburban    ,Dorm               ,Yes,None      ,Married            ,3.64,Front ,0,400,6,No ,2,Fairly Important,Jewish    ,0,1,Yes     ,Yes,Yes,Yes     ,142,67.5,135,73,About right,Lose         ,No    ,Same gender    ,Trust          ,20,2,27,28,2,1,5,90,No ,7,Weight control,Yes,No ,16,Yes,Yes,>8    ,15,Yes,No ,No ,No ,0,Yes
Female,Suburban    ,Dorm               ,No ,None      ,Married            ,3.4,Middle,0,300,7,No ,1,Very important  ,Protestant,6,10,Not sure,Yes,No ,Not sure,130,68,124,68,About right,Lose         ,Yes   ,No preference  ,Easy to talk to,3,1,24,29,2,1,3,30,No ,6.5,Weight control,Yes,No ,4,No ,No ,1 or 2,0,NA,No ,NA,NA,NA,NA
Female,Rural       ,Dorm               ,No ,1 to 10   ,Married            ,3.96,Middle,0,100,30,No ,2,Fairly Important,Other     ,0,0,Not sure,Yes,Yes,Not sure,150,68,130,68,Overweight ,NA,Yes   ,No preference  ,Sense of humor ,17,NA,NA,28,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male  ,Suburban    ,Soror or Frat House,Yes,None      ,Married            ,3.4,Back  ,1,250,4,No ,2,Not important   ,Jewish    ,NA,NA,Yes     ,Yes,Yes,Yes     ,170,68,NA,NA,About right,Lose         ,Yes   ,No preference  ,NA,NA,NA,NA,NA,2,1,NA,30,No ,8,NA,Yes,Yes,10,Yes,Yes,3 or 4,NA,No ,Yes,No ,Yes,NA,NA
Male  ,A big city  ,Dorm               ,No ,None      ,Married            ,3.75,Front ,2,5,40,No ,0,Fairly Important,Catholic  ,1,0,Not sure,No ,No ,Not sure,130,68,130,73,About right,NA,NA,NA,NA,NA,NA,NA,29,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male  ,Rural       ,Soror or Frat House,Yes,None      ,Divorced           ,2.6,Front ,0,500,20,No ,3,Fairly Important,Jewish    ,1,0,No      ,Yes,Yes,No      ,130,68,145,71,Underweight,Gain         ,Yes   ,No preference  ,Trust          ,3,1,25,26,2,1,NA,0,No ,8,Don't exercise,Yes,No ,2,No ,Yes,3 or 4,0,No ,Yes,No ,Yes,2,Yes
Male  ,A big city  ,Apartment          ,No ,None      ,Married            ,3.18,Middle,3,200,6,Yes,2,Very important  ,Other     ,4,35,No      ,Yes,No ,No      ,135,68,140,75,About right,Nothing      ,Unsure,No preference  ,NA,1,1,NA,22,5,3,6,90,No ,6,Enjoyment     ,Yes,No ,0,No ,No ,0,0,No ,No ,No ,NA,1,No 
Female,A small town,Dorm               ,No ,11 to 20  ,Married            ,3.75,Front ,0,200,20,No ,1,Not important   ,Other     ,0,0,Yes     ,Yes,Yes,No      ,175,68,150,65,Overweight ,Lose         ,Unsure,Opposite gender,Personality    ,1,1,26,26,2,1,2,30,No ,6,Weight control,No ,No ,2,No ,Yes,1 or 2,0,Yes,No ,No ,Yes,0,NA
Female,A big city  ,Dorm               ,No ,None      ,Married            ,3.73,Middle,0,200,6,No ,2,Fairly Important,Catholic  ,4,3,Yes     ,Yes,Yes,Not sure,155,68,140,66,About right,Lose         ,Yes   ,Same gender    ,Easy to talk to,15,1,25,27,3,2,5,45,No ,8,Health        ,Yes,No ,8,Yes,Yes,3 or 4,0,Yes,No ,Yes,No ,0,NA
Female,Suburban    ,Apartment          ,No ,11 to 20  ,Divorced           ,NA,Middle,0,400,30,No ,0,Fairly Important,Protestant,0,5,Yes     ,Yes,No ,No      ,NA,68,160,68,Overweight ,Lose         ,Yes   ,No preference  ,Personality    ,13,0,23,24,5,3,6,60,No ,8,Health        ,No ,No ,8,Yes,Yes,5 or 6,4,Yes,No ,No ,Yes,0,Yes
Female,Suburban    ,Dorm               ,No ,None      ,Married            ,3.52,Middle,1,600,10,No ,0,Not important   ,Agnostic  ,0,1,Yes     ,Yes,Yes,Yes     ,135,68,125,68,About right,Stay the same,Yes   ,Opposite gender,Trust          ,10,7,27,30,3,1,3,30,No ,6,Health        ,Yes,No ,NA,No ,No ,1 or 2,0,Yes,No ,Yes,Yes,0,NA
Male  ,Rural       ,Apartment          ,No ,None      ,Divorced           ,3.91,Front ,0,500,12,No ,2,Very important  ,Protestant,2,5,Yes     ,Yes,No ,No      ,225,68,200,72,Overweight ,Lose         ,Yes   ,Opposite gender,Personality    ,9,1,25,28,2,0,2.5,60,No ,7,Weight control,Yes,No ,NA,No ,No ,NA,NA,Yes,No ,No ,Yes,0,Yes
Male  ,Suburban    ,Dorm               ,Yes,None      ,Married            ,3.78,Middle,0,250,6,No ,1,Not important   ,Jewish    ,1,0,Yes     ,Yes,No ,Not sure,165,68,160,73,About right,Stay the same,Unsure,Same gender    ,Trust          ,30,1,25,28,2,1,0,0,No ,7,Health        ,Yes,Yes,12,Yes,No ,7 or 8,10,Yes,Yes,No ,Yes,0,Yes
Male  ,Suburban    ,Soror or Frat House,Yes,11 to 20  ,Divorced           ,3.2,Middle,0,300,20,No ,4,Not important   ,Jewish    ,1,0,Yes     ,Yes,Yes,No      ,165,68,175,72,About right,Gain         ,Yes   ,Same gender    ,Personality    ,50,3,26,30,2,1,5,90,No ,6,Get muscular  ,Yes,Yes,5,Yes,Yes,>8    ,8,No ,Yes,Yes,No ,10,Yes
Male  ,Suburban    ,Apartment          ,NA,None      ,Married            ,3.37,Front ,0,350,18,No ,0,Very important  ,Catholic  ,3,2,NA,NA,Yes,NA,155,68,200,72,About right,NA,Yes   ,No preference  ,NA,18,2,26,27,2,3,14,90,No ,8,Get muscular  ,Yes,No ,10,Yes,NA,>8    ,8,No ,Yes,No ,NA,4,Yes
Male  ,Suburban    ,Soror or Frat House,Yes,None      ,Married            ,3.84,Front ,0,500,12,Yes,2,Not important   ,Jewish    ,0,0,No      ,Yes,Yes,No      ,150,68,170,72,About right,Gain         ,Yes   ,Same gender    ,Sense of humor ,20,1,27,28,2,1,3,60,No ,7,Get muscular  ,Yes,Yes,12,Yes,No ,7 or 8,8,No ,Yes,Yes,Yes,2,No 
Male  ,A small town,Dorm               ,Yes,None      ,Married            ,1.92,Middle,2,500,5,No ,1,Fairly Important,Jewish    ,0,0,Not sure,Yes,Yes,No      ,150,68,150,71,About right,Stay the same,Yes   ,No preference  ,Easy to talk to,30,2,25,28,3,1,5,45,No ,5,Health        ,Yes,Yes,20,Yes,Yes,3 or 4,0,No ,Yes,Yes,Yes,11,Yes
Male  ,A big city  ,Apartment          ,Yes,None      ,Married            ,3.81,Middle,0,465,7,No ,2,Not important   ,Catholic  ,0,2,Yes     ,Yes,Yes,Yes     ,176,68,165,72,About right,Lose         ,Yes   ,Same gender    ,Sense of humor ,25,1,30,31,3,3,5,75,No ,7,Health        ,Yes,No ,20,Yes,Yes,5 or 6,1,No ,Yes,No ,Yes,10,No 
Male  ,A small town,Apartment          ,No ,>20       ,Married            ,3,Middle,1,200,10,Yes,1,Not important   ,Protestant,0,0,Yes     ,Yes,Yes,No      ,160,68,150,68,About right,Stay the same,Yes   ,Same gender    ,Sense of humor ,25,0,30,30,3,2,3,45,Yes,7,Get muscular  ,Yes,No ,15,Yes,Yes,7 or 8,4,No ,Yes,No ,No ,5,Yes
Male  ,Suburban    ,Apartment          ,No ,>20       ,Married            ,2.96,Front ,0,200,3,No ,1,Not important   ,Protestant,0,1,Yes     ,Yes,Yes,Yes     ,145,68,145,71,About right,Stay the same,Yes   ,No preference  ,NA,20,2,25,30,2,1,7,60,Yes,6,Get muscular  ,No ,No ,2,No ,Yes,3 or 4,1,No ,Yes,No ,NA,1,Yes
Male  ,Rural       ,Apartment          ,No ,None      ,Married            ,3.55,Middle,1,300,25,No ,3,Not important   ,Other     ,0,0,Yes     ,Yes,Yes,Not sure,170,68,185,72,About right,Gain         ,Yes   ,Same gender    ,Easy to talk to,5,3,27,28,5,1,10,75,No ,7.5,Enjoyment     ,Yes,No ,2,No ,No ,7 or 8,1,No ,Yes,No ,Yes,3,Yes
Male  ,Suburban    ,Apartment          ,No ,None      ,Married            ,3,Middle,0,600,30,No ,0,Not important   ,Other     ,0,0,Yes     ,Yes,Yes,Yes     ,164,68,155,72,About right,Lose         ,Yes   ,No preference  ,Trust          ,10,2,26,30,2,2,6,45,No ,6.5,Enjoyment     ,No ,No ,14,Yes,No ,>8    ,14,No ,Yes,Yes,No ,3,No 
Male  ,Rural       ,Apartment          ,No ,None      ,Married            ,3.2,Middle,0,250,20,No ,2,Not important   ,Catholic  ,0,0,Yes     ,Yes,Yes,No      ,135,68,150,72,About right,Nothing      ,No    ,No preference  ,Sense of humor ,10,3,28,NA,0,2,10,90,No ,5,Enjoyment     ,Yes,No ,8,No ,Yes,>8    ,4,No ,Yes,No ,Yes,2,Yes
Male  ,Rural       ,Dorm               ,No ,None      ,Married            ,3.3,Back  ,0,550,3,No ,1,Not important   ,Agnostic  ,0,0,Yes     ,Yes,Yes,Not sure,135,68,135,70,About right,Stay the same,Unsure,Same gender    ,Easy to talk to,1,1,29,29,2,2,3,90,No ,8,Get muscular  ,Yes,No ,2,No ,Yes,3 or 4,1,No ,No ,No ,Yes,1,No 
Male  ,Suburban    ,Apartment          ,No ,None      ,Married            ,3.84,Middle,2,100,5,Yes,1,Fairly Important,Catholic  ,0,10,Yes     ,Yes,No ,Yes     ,168,68,175,74,About right,Gain         ,Yes   ,No preference  ,Personality    ,40,3,26,28,2,3,10,75,No ,7,Get muscular  ,No ,Yes,10,Yes,No ,>8    ,8,No ,Yes,No ,Yes,NA,No 
Male  ,Suburban    ,Soror or Frat House,Yes,None      ,Married            ,3.3,Middle,1,300,5,No ,2,Not important   ,Agnostic  ,0,0,Yes     ,Yes,Yes,Yes     ,180,68,180,74,About right,Nothing      ,Yes   ,No preference  ,Personality    ,30,2,24,27,2,1,3,60,Yes,7,Enjoyment     ,Yes,Yes,20,Yes,Yes,>8    ,20,No ,Yes,No ,Yes,7,Yes
Male  ,Rural       ,Apartment          ,No ,None      ,Divorced           ,3.2,Middle,0,20,6,No ,4,Not important   ,Atheist   ,0,0,Yes     ,Yes,Yes,No      ,200,68,175,75,About right,Lose         ,Yes   ,No preference  ,Sense of humor ,14,3,28,30,2,1,2,60,No ,6,Health        ,No ,No ,0,No ,Yes,3 or 4,0,No ,Yes,Yes,No ,3,Yes
Male  ,Suburban    ,Apartment          ,No ,1 to 10   ,Married            ,3.14,Back  ,1,0,3,No ,3,Fairly Important,Protestant,4,7,Not sure,No ,No ,Yes     ,180,68,170,70,Overweight ,Lose         ,Yes   ,No preference  ,Independence   ,4,1,25,28,3,2,6,60,No ,9.5,Weight control,Yes,No ,16,Yes,No ,3 or 4,4,Yes,No ,No ,Yes,0,NA
Male  ,Suburban    ,Apartment          ,No ,None      ,Married            ,3.66,Front ,0,500,25,No ,1,Not important   ,Protestant,0,0,Yes     ,Yes,Yes,Yes     ,130,68,140,70,About right,Nothing      ,Yes   ,No preference  ,Sense of humor ,5,2,23,25,3,2,0.5,30,Yes,7.5,Enjoyment     ,No ,No ,2,No ,Yes,1 or 2,0,Yes,No ,No ,Yes,0,Yes
Male  ,Suburban    ,Apartment          ,No ,None      ,Married            ,2.5,Middle,2,400,20,No ,2,Fairly Important,NA,0,0,Yes     ,Yes,Yes,Yes     ,165,68,175,72,About right,Stay the same,Yes   ,Same gender    ,Easy to talk to,15,3,25,28,2,2,NA,120,No ,6,NA,Yes,No ,16,Yes,Yes,>8    ,12,No ,Yes,Yes,Yes,3,No 
Male  ,Suburban    ,Dorm               ,No ,None      ,Married            ,4,Front ,6,400,15,No ,2,Not important   ,Jewish    ,0,0,Yes     ,Yes,Yes,No      ,142,68,135,72,About right,Lose         ,Yes   ,Opposite gender,Trust          ,27,2,27,30,2,1,4,45,No ,7,Weight control,Yes,No ,6,Yes,Yes,>8    ,2,No ,Yes,Yes,Yes,1,Yes
Male  ,Suburban    ,Soror or Frat House,Yes,None      ,Married            ,2.5,Middle,2,475,5,No ,3,Fairly Important,Catholic  ,0,0,Yes     ,No ,No ,Yes     ,165,68,155,72,Overweight ,Gain         ,Yes   ,Same gender    ,Sense of humor ,25,0,26,27,3,1,3.5,60,No ,7,Health        ,Yes,No ,15,No ,Yes,>8    ,15,No ,Yes,No ,No ,1,No 
Female,Suburban    ,Apartment          ,No ,1 to 10   ,Married            ,3.65,Back  ,1,100,2,No ,6,Not important   ,Agnostic  ,0,0,Yes     ,Yes,Yes,Yes     ,140,68,135,68,About right,Lose         ,Yes   ,Opposite gender,Independence   ,25,3,26,28,2,1,4,45,No ,6,Health        ,Yes,Yes,15,Yes,Yes,3 or 4,5,No ,Yes,No ,Yes,7,Yes
Female,Suburban    ,Dorm               ,No ,11 to 20  ,Married            ,3.37,Front ,0,265,15,No ,6,Not important   ,Protestant,0,0,Yes     ,Yes,Yes,Not sure,180,68,140,63,Overweight ,Lose         ,Unsure,Opposite gender,Easy to talk to,7,4,27,27,3,1,6,120,No ,6,Weight control,No ,No ,10,No ,Yes,1 or 2,0,No ,Yes,No ,Yes,3,Yes
Male  ,A big city  ,Dorm               ,No ,None      ,Married            ,2.8,Middle,1,0,10,No ,1,Very important  ,Other     ,1,5,Yes     ,Yes,No ,Yes     ,158,68,215,79,About right,Gain         ,Yes   ,No preference  ,Easy to talk to,NA,2,26,26,4,2,10.5,120,No ,4,Other         ,No ,No ,5,No ,Yes,5 or 6,5,No ,Yes,Yes,Yes,1,No 
Male  ,A small town,Apartment          ,No ,11 to 20  ,Married            ,3.29,Back  ,0,300,12,No ,2,Not important   ,Catholic  ,1,0,Yes     ,No ,Yes,Yes     ,170,68,160,72,About right,Nothing      ,Unsure,Same gender    ,Easy to talk to,5,1,26,28,2,2,2,45,Yes,7.5,Health        ,No ,No ,10,Yes,Yes,>8    ,8,No ,Yes,No ,No ,1,No 
Male  ,Suburban    ,Dorm               ,No ,None      ,Married            ,2.51,Front ,2,325,2,No ,1,Fairly Important,Catholic  ,0,2,Not sure,Yes,No ,Yes     ,215,68,185,72,Overweight ,Lose         ,No    ,No preference  ,Sense of humor ,6,0,26,27,2,1,0.5,15,Yes,7,Weight control,No ,No ,8,Yes,Yes,>8    ,3,Yes,Yes,No ,Yes,0,Yes
Female,Suburban    ,Soror or Frat House,Yes,None      ,Divorced           ,3.2,Back  ,1,300,6,No ,1,Fairly Important,Jewish    ,0,0,Yes     ,Yes,Yes,No      ,142,68,125,56,About right,Lose         ,Unsure,Opposite gender,Sense of humor ,15,0,26,27,3,2,2,60,No ,8,Weight control,Yes,No ,12,Yes,Yes,5 or 6,12,Yes,No ,No ,Yes,0,Yes
Female,Suburban    ,Apartment          ,Yes,NA,Married            ,2.8,Middle,0,400,8,No ,5,Fairly Important,Catholic  ,1,1,Yes     ,Yes,No ,Yes     ,130,68,120,NA,About right,Lose         ,Unsure,Opposite gender,Trust          ,40,1,26,30,2,2,10,75,No ,6,Health        ,Yes,No ,8,No ,Yes,3 or 4,3,No ,No ,Yes,Yes,4,Yes
Male  ,Suburban    ,Apartment          ,No ,None      ,Married            ,3.61,Middle,0,350,15,No ,2,Fairly Important,Jewish    ,0,1,Not sure,Yes,Yes,Yes     ,130,68,200,74,Underweight,Gain         ,Unsure,Same gender    ,NA,20,0,26,30,2,1,3,60,No ,7,Get muscular  ,Yes,No ,8,Yes,Yes,5 or 6,6,Yes,Yes,No ,No ,0,Yes
Male  ,Rural       ,Apartment          ,Yes,None      ,Married            ,2.92,Middle,2,400,4,No ,6,Fairly Important,Catholic  ,2,2,Yes     ,Yes,Yes,Yes     ,177,68,165,70,About right,Stay the same,Yes   ,Opposite gender,Personality    ,25,4,24,25,2,1,0.5,45,No ,5,Health        ,Yes,No ,10,No ,No ,7 or 8,10,No ,Yes,Yes,Yes,20,No 
Female,Suburban    ,Apartment          ,No ,None      ,Married            ,3.5,Middle,0,600,15,No ,2,Not important   ,Catholic  ,0,0,Yes     ,Yes,Yes,Yes     ,133,68,125,68,About right,Lose         ,Yes   ,No preference  ,Personality    ,10,1,24,26,3,1,10.5,90,No ,7,Weight control,Yes,No ,6,No ,No ,7 or 8,6,No ,Yes,No ,Yes,7,No 
Female,A big city  ,Dorm               ,No ,11 to 20  ,Divorced           ,3.19,Middle,0,350,15,No ,4,Fairly Important,Catholic  ,0,0,Yes     ,Yes,No ,No      ,130,68,125,68,About right,Lose         ,Yes   ,Opposite gender,Personality    ,7,3,26,28,2,1,5,60,No ,7.5,Health        ,Yes,No ,3,No ,No ,3 or 4,0,No ,Yes,Yes,Yes,4,No 
Male  ,A small town,Apartment          ,No ,None      ,Married            ,3.55,Middle,3,400,5,No ,4,Very important  ,Protestant,4,5,No      ,Yes,No ,Not sure,165,68,145,70,Overweight ,Lose         ,Yes   ,No preference  ,Personality    ,NA,4,25,27,4,2,4,45,No ,7,Other         ,Yes,No ,10,No ,No ,3 or 4,1,No ,No ,Yes,Yes,4,No 
Female,Suburban    ,Dorm               ,No ,None      ,Married            ,3.84,Middle,0,300,20,No ,4,Not important   ,NA,0,3,Yes     ,Yes,Yes,Not sure,157,68,157,68,About right,Nothing      ,Yes   ,NA,Personality    ,7,1,30,30,2,1,3,30,No ,7.5,NA,Yes,No ,8,Yes,Yes,3 or 4,2,No ,No ,No ,Yes,1,Yes
